1.1,0.0,298.78275,0.03156254,6295.24,0.0
1.1,2.2222223,19.056877,0.04207428,1435.2556,0.0
1.1,4.4444447,7.0702515,0.03133097,522.5159,0.0
1.1,6.6666665,7683.2495,0.1279566,1255.7054,0.0
1.1,8.888889,-2.974132e-05,0.30051926,1.1224425,1.0
1.1,11.111111,-4.466856e-05,0.4718717,0.90641737,1.0
1.1,13.333333,2.938183e-05,0.5046785,0.5321321,1.0
1.1,15.555555,-4.1062012e-05,0.7972889,0.50351554,1.0
1.1,17.777779,-3.0570664e-06,1.1685361,0.48065355,1.0
1.1,20.0,-5.1267445e-05,1.4529382,0.4270753,1.0
1.5333333,0.0,3415.2354,0.07059463,3933.5647,0.0
1.5333333,2.2222223,5.131716,0.031925157,341.65018,0.0
1.5333333,4.4444447,6.4896885e-05,0.078126535,11.763497,1.0
1.5333333,6.6666665,-1.3117678e-06,0.4773336,1.1647747,1.0
1.5333333,8.888889,-3.8755592e-05,0.4943286,0.5896883,1.0
1.5333333,11.111111,-1.5709084e-05,1.0532844,0.5808579,1.0
1.5333333,13.333333,-1.9510742e-05,1.3462691,0.49363777,1.0
1.5333333,15.555555,2.478715e-06,1.4822724,0.4706409,1.0
1.5333333,17.777779,-8.352101e-06,1.5416703,0.49544716,1.0
1.5333333,20.0,-2.77441e-06,1.533939,0.53549796,1.0
1.9666667,0.0,17.560926,0.046006065,316.4727,0.0
1.9666667,2.2222223,0.00012810994,0.13730389,3.882573,1.0
1.9666667,4.4444447,0.000113022514,0.070966594,13.1218405,1.0
1.9666667,6.6666665,1.2509525e-05,0.51982427,0.84914917,1.0
1.9666667,8.888889,-1.741806e-05,1.1041694,0.6580338,1.0
1.9666667,11.111111,-2.2991095e-05,1.3557473,0.5940517,1.0
1.9666667,13.333333,-1.4501624e-05,1.4014804,0.6103805,1.0
1.9666667,15.555555,-2.3853965e-05,1.3602011,0.6492815,1.0
1.9666667,17.777779,-2.968032e-05,1.2979324,0.68996793,1.0
1.9666667,20.0,-2.6785303e-05,1.2388656,0.7272684,1.0
2.4,0.0,0.00010144664,0.037402403,3.7947235,1.0
2.4,2.2222223,-2.505444e-05,0.0802599,2.7863443,1.0
2.4,4.4444447,-2.896972e-05,0.15063386,5.9519253,1.0
2.4,6.6666665,-8.909777e-05,0.9226883,0.759696,1.0
2.4,8.888889,-2.8855167e-05,1.2888403,0.6601972,1.0
2.4,11.111111,-2.9072631e-05,1.3061949,0.67987514,1.0
2.4,13.333333,-2.6206952e-05,1.2439675,0.724303,1.0
2.4,15.555555,-2.4631154e-05,1.1790109,0.7676171,1.0
2.4,17.777779,-3.0200463e-05,1.1253211,0.804839,1.0
2.4,20.0,-3.5002828e-05,1.0826023,0.8358213,1.0
2.8333333,0.0,7.5396616e-05,0.22132877,2.1682687,1.0
2.8333333,2.2222223,6.476883e-06,0.19830182,4.7051516,1.0
2.8333333,4.4444447,-4.8684888e-06,0.22630976,4.0367527,1.0
2.8333333,6.6666665,-2.2954307e-05,1.2022872,0.70608574,1.0
2.8333333,8.888889,-2.6818365e-05,1.2749853,0.7029985,1.0
2.8333333,11.111111,-2.4436973e-05,1.2000643,0.7554281,1.0
2.8333333,13.333333,-3.0872878e-05,1.1275707,0.8050703,1.0
2.8333333,15.555555,-3.5087112e-05,1.0721678,0.8451025,1.0
2.8333333,17.777779,-2.8639566e-05,1.030555,0.8765908,1.0
2.8333333,20.0,-1.7321203e-05,0.9987764,0.9015379,1.0
3.2666667,0.0,3.138883e-05,0.036842484,7.774862,1.0
3.2666667,2.2222223,-9.931624e-06,0.60418665,0.9814158,1.0
3.2666667,4.4444447,4.2018015e-05,0.69339955,0.9301025,1.0
3.2666667,6.6666665,-2.6708934e-05,1.2933306,0.6916544,1.0
3.2666667,8.888889,-2.4673063e-05,1.2100433,0.75186086,1.0
