0.999995,0.69062555,3.0595894,1.1637266,0.8521015,0.835032,0.89506185,0.9981812,1.1377106,1.3131795
0.05029903,0.085555024,7.7014747,1.2984987,1.1012682,1.1669683,1.3330182,1.5783119,1.9105043,2.346194
0.06369971,0.14234917,5.010364,1.6355325,1.5531888,1.7698755,2.1629827,2.7356837,3.4836342,4.2503934
0.05854659,0.3191799,4.181062,2.1580813,2.276581,2.8069394,3.623073,4.447529,4.6741934,4.23402
0.0713602,0.8430423,4.2297635,2.9484804,3.4193788,4.297902,4.737133,4.288774,3.5912051,3.0333495
0.160142,1.8381159,4.6246247,4.0207634,4.6559396,4.6670756,3.914087,3.1942685,2.6919773,2.350674
0.11220392,2.9385052,5.077998,4.883504,4.631914,3.7445955,3.0001986,2.5118008,2.1907575,1.970134
0.07180986,3.8516033,5.245582,4.749282,3.7859106,2.9625826,2.4411812,2.111188,1.8908108,1.7357144
0.516898,4.408514,4.9883623,4.0414953,3.0776362,2.4655452,2.0948865,1.8573675,1.695379,1.5791044
0.99429977,4.6169906,4.473901,3.3838396,2.5999393,2.142833,1.8655671,1.6848261,1.5594119,1.4680419
