0.9999989,0.6460263,0.6303099,0.56774527,1.1152928,1.6950483,1.4001758,1.8468088,1.4013891,1.7227273
0.06546792,0.07304176,0.92027384,1.5981994,1.063517,1.4179449,1.2523817,1.7543736,2.2257755,1.6241308
0.08565818,0.099882685,1.1391422,2.1929152,1.4042827,2.415211,1.5260031,1.7780856,1.7570685,1.785721
0.08099081,0.15226091,1.3277986,2.3522398,1.4837546,1.1937666,0.82689357,1.2982464,2.1535037,2.216364
0.07930508,0.26504818,1.4942179,1.3265461,3.3756862,1.8063426,1.3807826,2.5681665,0.715852,0.96305114
0.078374185,0.47025943,1.6095365,1.0218786,3.962656,1.8790607,4.340344,1.3421038,2.4498627,0.8591096
0.1696272,0.74920803,1.8459843,1.0410851,2.0857983,0.9780613,2.553712,3.4957137,1.5539703,1.5525239
0.06688241,1.0730746,1.8352115,0.96450806,0.96780884,0.9351985,3.5387666,3.7897072,0.91390324,5.723408
0.099864796,1.3458312,2.883654,0.93909323,2.5843737,0.87128496,1.1249876,4.6926947,3.0562034,2.6866355
0.8216264,1.5353113,1.9302758,1.2223696,2.97077,1.2528131,3.0315404,0.9142792,1.3227295,0.7001674
