1.1,5.0,0.05325686,2.0,0.0,0.0,0.0
1.1,7.7777777,0.21429451,0.0,0.0,2.0,0.0
1.1,10.555555,0.8261334,0.0,1.0,1.0,0.0
1.1,13.333333,1.1028324,0.0,2.0,0.0,0.0
1.1,16.11111,1.2942957,0.0,1.0,1.0,0.0
1.1,18.88889,1.4649273,0.0,2.0,0.0,0.0
1.1,21.666666,1.6140264,0.0,2.0,0.0,0.0
1.1,24.444445,1.7238615,0.0,1.0,1.0,0.0
1.1,27.222221,1.7753121,0.0,1.0,1.0,0.0
1.1,30.0,1.7823666,0.0,1.0,1.0,0.0
1.2555555,5.0,0.045604825,2.0,0.0,0.0,0.0
1.2555555,7.7777777,0.6913405,0.0,1.0,1.0,0.0
1.2555555,10.555555,1.0021628,0.0,1.0,1.0,0.0
1.2555555,13.333333,1.3206211,0.0,1.0,1.0,0.0
1.2555555,16.11111,1.5321876,0.0,1.0,1.0,0.0
1.2555555,18.88889,1.6667434,0.0,1.0,1.0,0.0
1.2555555,21.666666,1.7248737,0.0,2.0,0.0,0.0
1.2555555,24.444445,1.7160664,0.0,1.0,1.0,0.0
1.2555555,27.222221,1.675843,0.0,1.0,1.0,0.0
1.2555555,30.0,1.6129327,0.0,1.0,1.0,0.0
1.4111111,5.0,0.05154802,2.0,0.0,0.0,0.0
1.4111111,7.7777777,0.69721645,0.0,1.0,1.0,0.0
1.4111111,10.555555,1.1543518,0.0,1.0,1.0,0.0
1.4111111,13.333333,1.4641477,0.0,1.0,1.0,0.0
1.4111111,16.11111,1.6163094,0.0,1.0,1.0,0.0
1.4111111,18.88889,1.6524029,0.0,2.0,0.0,0.0
1.4111111,21.666666,1.6190953,0.0,1.0,1.0,0.0
1.4111111,24.444445,1.5675867,0.0,1.0,1.0,0.0
1.4111111,27.222221,1.5013859,0.0,2.0,0.0,0.0
1.4111111,30.0,1.4368339,0.0,2.0,0.0,0.0
1.5666667,5.0,0.051263753,0.0,0.0,2.0,0.0
1.5666667,7.7777777,0.77664393,0.0,1.0,1.0,0.0
1.5666667,10.555555,1.2710199,0.0,1.0,1.0,0.0
1.5666667,13.333333,1.5157464,0.0,1.0,1.0,0.0
1.5666667,16.11111,1.5793097,0.0,1.0,1.0,0.0
1.5666667,18.88889,1.5519907,0.0,2.0,0.0,0.0
1.5666667,21.666666,1.4855962,0.0,2.0,0.0,0.0
1.5666667,24.444445,1.42166,0.0,1.0,1.0,0.0
1.5666667,27.222221,1.3608048,0.0,2.0,0.0,0.0
1.5666667,30.0,1.3071084,0.0,1.0,1.0,0.0
1.7222222,5.0,0.1299171,0.0,0.0,2.0,0.0
1.7222222,7.7777777,0.88008744,0.0,1.0,1.0,0.0
1.7222222,10.555555,1.3437388,0.0,1.0,1.0,0.0
1.7222222,13.333333,1.5042852,0.0,1.0,1.0,0.0
1.7222222,16.11111,1.5053178,0.0,2.0,0.0,0.0
1.7222222,18.88889,1.4408859,0.0,1.0,1.0,0.0
1.7222222,21.666666,1.3718551,0.0,2.0,0.0,0.0
1.7222222,24.444445,1.313963,0.0,2.0,0.0,0.0
1.7222222,27.222221,1.2627169,0.0,2.0,0.0,0.0
1.7222222,30.0,1.2180606,0.0,1.0,1.0,0.0
1.8777778,5.0,0.10099994,0.0,0.0,2.0,0.0
1.8777778,7.7777777,0.98458326,0.0,1.0,1.0,0.0
1.8777778,10.555555,1.3776423,0.0,1.0,1.0,0.0
1.8777778,13.333333,1.4519622,0.0,1.0,1.0,0.0
1.8777778,16.11111,1.4146479,0.0,2.0,0.0,0.0
1.8777778,18.88889,1.3447529,0.0,2.0,0.0,0.0
1.8777778,21.666666,1.2847056,0.0,1.0,1.0,0.0
1.8777778,24.444445,1.2311906,0.0,1.0,1.0,0.0
1.8777778,27.222221,1.1860261,0.0,2.0,0.0,0.0
1.8777778,30.0,1.1532646,0.0,1.0,1.0,0.0
2.0333333,5.0,0.43064284,0.0,1.0,1.0,0.0
2.0333333,7.7777777,1.0762403,0.0,1.0,1.0,0.0
2.0333333,10.555555,1.3814131,0.0,2.0,0.0,0.0
2.0333333,13.333333,1.3968171,0.0,2.0,0.0,0.0
2.0333333,16.11111,1.3390765,0.0,1.0,1.0,0.0
2.0333333,18.88889,1.2731109,0.0,1.0,1.0,0.0
2.0333333,21.666666,1.2166251,0.0,1.0,1.0,0.0
2.0333333,24.444445,1.1737946,0.0,1.0,1.0,0.0
2.0333333,27.222221,1.1337029,0.0,1.0,1.0,0.0
2.0333333,30.0,1.1049002,0.0,1.0,1.0,0.0
2.1888888,5.0,0.62346005,0.0,1.0,1.0,0.0
2.1888888,7.7777777,1.1529359,0.0,1.0,1.0,0.0
2.1888888,10.555555,1.3699974,0.0,2.0,0.0,0.0
2.1888888,13.333333,1.3426831,0.0,1.0,1.0,0.0
2.1888888,16.11111,1.2755023,0.0,1.0,1.0,0.0
2.1888888,18.88889,1.2117225,0.0,2.0,0.0,0.0
2.1888888,21.666666,1.1632274,0.0,1.0,1.0,0.0
2.1888888,24.444445,1.121728,0.0,1.0,1.0,0.0
2.1888888,27.222221,1.0939561,0.0,1.0,1.0,0.0
2.1888888,30.0,1.0701412,0.0,1.0,1.0,0.0
2.3444445,5.0,0.27965438,0.0,0.0,2.0,0.0
2.3444445,7.7777777,1.2111923,0.0,1.0,1.0,0.0
2.3444445,10.555555,1.3434933,0.0,1.0,1.0,0.0
2.3444445,13.333333,1.293017,0.0,1.0,1.0,0.0
2.3444445,16.11111,1.2224193,0.0,2.0,0.0,0.0
2.3444445,18.88889,1.1672891,0.0,1.0,1.0,0.0
2.3444445,21.666666,1.123355,0.0,1.0,1.0,0.0
2.3444445,24.444445,1.0903119,0.0,1.0,1.0,0.0
2.3444445,27.222221,1.0607239,0.0,1.0,1.0,0.0
2.3444445,30.0,1.0392182,0.0,1.0,1.0,0.0
2.5,5.0,1.3862697,0.0,1.0,1.0,0.0
2.5,7.7777777,1.2504632,0.0,1.0,1.0,0.0
2.5,10.555555,1.3140687,0.0,1.0,1.0,0.0
2.5,13.333333,1.2486897,0.0,1.0,1.0,0.0
2.5,16.11111,1.1807002,0.0,1.0,1.0,0.0
2.5,18.88889,1.1308699,0.0,1.0,1.0,0.0
2.5,21.666666,1.0912515,0.0,1.0,1.0,0.0
2.5,24.444445,1.0608677,0.0,1.0,1.0,0.0
2.5,27.222221,1.0311449,0.0,1.0,1.0,0.0
2.5,30.0,1.0121336,0.0,2.0,0.0,0.0
