1.1,0.0,693.54236,0.26121452,2604.0212,0.0
1.1,2.2222223,756.1387,0.32869974,3022.6504,0.0
1.1,4.4444447,653.4885,0.21804628,2438.5312,0.0
1.1,6.6666665,735.87115,0.26271683,379.64853,0.0
1.1,8.888889,1.0389603,0.26758897,21.522411,1.0
1.1,11.111111,1.0282191,31.262081,0.6076433,1.0
1.1,13.333333,0.9766077,5.208804,4.0542655,1.0
1.1,15.555555,0.98399526,3.529761,5.579431,1.0
1.1,17.777779,0.9783958,3.383537,6.266068,1.0
1.1,20.0,0.9812699,3.4831524,6.218182,1.0
1.9,0.0,751.89465,0.42331606,1348.3501,0.0
1.9,2.2222223,753.4597,0.19543281,732.2187,0.0
1.9,4.4444447,665.82074,0.19805093,210.5412,0.0
1.9,6.6666665,1.0013791,0.3186799,17.191666,1.0
1.9,8.888889,1.0733742,13.4827585,0.22608076,1.0
1.9,11.111111,1.0371513,18.058006,1.1927125,1.0
1.9,13.333333,1.0433607,18.13112,1.2404462,1.0
1.9,15.555555,1.0028503,23.030787,1.013547,1.0
1.9,17.777779,1.0223562,23.566498,0.7110752,1.0
1.9,20.0,1.0545106,12.578844,0.42096192,1.0
2.7,0.0,688.379,0.21270777,614.94257,0.0
2.7,2.2222223,1.0594795,1.250575,30.100813,1.0
2.7,4.4444447,1.0484636,0.16936429,19.3542,1.0
2.7,6.6666665,1.0782238,15.857897,0.7219043,1.0
2.7,8.888889,1.0700023,8.686249,0.25552198,1.0
2.7,11.111111,1.0743794,7.91169,0.41966307,1.0
2.7,13.333333,1.0721062,8.7916975,0.8747078,1.0
2.7,15.555555,1.0791562,8.259844,1.3225222,1.0
2.7,17.777779,1.0645761,7.40622,1.6709802,1.0
2.7,20.0,1.0344063,6.652966,1.9327163,1.0
3.5,0.0,0.970351,0.8847926,41.99578,1.0
3.5,2.2222223,1.0757657,1.2613167,27.547049,1.0
3.5,4.4444447,1.0297177,21.001575,1.3263999,1.0
3.5,6.6666665,1.0861576,9.810515,0.3771483,1.0
3.5,8.888889,1.0732373,9.585921,0.9096572,1.0
3.5,11.111111,1.0755959,8.142145,1.5336393,1.0
3.5,13.333333,1.0352414,6.75702,1.958742,1.0
3.5,15.555555,1.008116,5.845573,2.250773,1.0
3.5,17.777779,1.0171107,5.262217,2.469234,1.0
3.5,20.0,1.0411602,4.8690724,2.6394691,1.0
4.3,0.0,1.0784825,1.522518,13.8988495,1.0
4.3,2.2222223,1.0097692,9.170361,0.5247214,1.0
4.3,4.4444447,1.1043979,14.131713,1.0471619,1.0
4.3,6.6666665,1.078606,10.192906,0.7472845,1.0
4.3,8.888889,1.0730039,8.207006,1.6154945,1.0
4.3,11.111111,1.0189764,6.327445,2.1376507,1.0
4.3,13.333333,1.016398,5.3350215,2.4655094,1.0
4.3,15.555555,1.0493308,4.7785234,2.6969247,1.0
4.3,17.777779,1.0678893,4.427662,2.8649046,1.0
4.3,20.0,1.0701952,4.1856256,2.9888444,1.0
5.1,0.0,1.0183312,0.14982785,14.923099,1.0
5.1,2.2222223,1.0852354,1.8485057,12.614407,1.0
5.1,4.4444447,1.0984577,11.851316,0.8981154,1.0
5.1,6.6666665,1.074998,9.651811,1.2505438,1.0
5.1,8.888889,1.0318034,6.7394266,2.0668337,1.0
5.1,11.111111,1.0192375,5.3138633,2.4983428,1.0
5.1,13.333333,1.0592455,4.6394053,2.7755232,1.0
5.1,15.555555,1.0705221,4.254846,2.961088,1.0
5.1,17.777779,1.0663395,4.005334,3.0882387,1.0
5.1,20.0,1.0612366,3.829178,3.1776347,1.0
5.9,0.0,1.0103121,1.3046076,26.546219,1.0
